date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
1974-10-13,Czechoslovakia,Sweden,4,0,Friendly,Bratislava,Czechoslovakia,False
1974-10-13,Denmark,Romania,0,0,UEFA Euro qualification,Copenhagen,Denmark,False
1974-10-13,Luxembourg,Hungary,2,4,UEFA Euro qualification,Luxembourg,Luxembourg,False
1974-10-30,England,Czechoslovakia,3,0,UEFA Euro qualification,London,England,False
1974-10-30,Ireland,Russia,3,0,UEFA Euro qualification,Dublin,Ireland,False
1974-10-30,Scotland,German DR,3,0,Friendly,Glasgow,Scotland,False
1974-10-30,Sweden,Northern Ireland,0,2,UEFA Euro qualification,Solna,Sweden,False
1974-10-30,Wales,Hungary,2,0,UEFA Euro qualification,Cardiff,Wales,False
1974-10-30,Yugoslavia,Norway,3,1,UEFA Euro qualification,Belgrade,Yugoslavia,False
1974-10-30,Zanzibar,Somalia,2,1,CECAFA Cup,Zanzibar,Tanzania,False
1974-10-31,Algeria,Morocco,0,0,Friendly,Algiers,Algeria,False
1974-10-31,Poland,Canada,2,0,Friendly,Warsaw,Poland,False
1974-11-01,Vietnam Republic,Laos,1,0,Vietnam Independence Cup,Saigon,Vietnam Republic,False
1974-11-02,Laos,Malaysia,0,0,Vietnam Independence Cup,Saigon,Vietnam Republic,True
1974-11-02,Somalia,Uganda,1,1,CECAFA Cup,Zanzibar,Tanzania,True
1974-11-02,Zanzibar,Uganda,1,2,CECAFA Cup,Zanzibar,Tanzania,False
1974-11-03,Cambodia,Thailand,2,2,Vietnam Independence Cup,Saigon,Vietnam Republic,True
1974-11-03,Kenya,Zambia,2,3,CECAFA Cup,Zanzibar,Tanzania,True
1974-11-03,Malaysia,Taiwan,0,0,Vietnam Independence Cup,Saigon,Vietnam Republic,True
1974-11-03,Singapore,China,1,1,Friendly,Kallang,Singapore,False
1974-11-05,Laos,Taiwan,1,2,Vietnam Independence Cup,Saigon,Vietnam Republic,True
1974-11-05,Vietnam Republic,Malaysia,1,0,Vietnam Independence Cup,Saigon,Vietnam Republic,False
1974-11-06,Chile,Argentina,0,2,Copa Carlos Dittborn,Santiago,Chile,False
1974-11-07,Tanzania,Uganda,1,1,CECAFA Cup,Zanzibar,Tanzania,False
1974-11-07,Vietnam Republic,Taiwan,1,1,Vietnam Independence Cup,Saigon,Vietnam Republic,False
1974-11-09,Vietnam Republic,Thailand,3,2,Vietnam Independence Cup,Saigon,Vietnam Republic,False
1974-11-10,Bulgaria,Hungary,0,0,Friendly,Varna,Bulgaria,False
1974-11-10,Togo,Liberia,1,0,African Cup of Nations qualification,Lomé,Togo,False
1974-11-10,Tunisia,Libya,1,0,African Cup of Nations qualification,Tunis,Tunisia,False
1974-11-13,Czechoslovakia,Poland,2,2,Friendly,Prague,Czechoslovakia,False
1974-11-13,Switzerland,Portugal,3,0,Friendly,Berne,Switzerland,False
1974-11-13,Turkey,Austria,0,1,Friendly,Istanbul,Turkey,False
1974-11-15,Greece,Cyprus,3,1,Friendly,Piraeus,Greece,False
1974-11-16,France,German DR,2,2,UEFA Euro qualification,Paris,France,False
1974-11-20,Argentina,Chile,1,1,Copa Carlos Dittborn,Buenos Aires,Argentina,False
1974-11-20,England,Portugal,0,0,UEFA Euro qualification,London,England,False
1974-11-20,Greece,Germany,2,2,UEFA Euro qualification,Piraeus,Greece,False
1974-11-20,Netherlands,Italy,3,1,UEFA Euro qualification,Rotterdam,Netherlands,False
1974-11-20,Scotland,Spain,1,2,UEFA Euro qualification,Glasgow,Scotland,False
1974-11-20,Turkey,Ireland,1,1,UEFA Euro qualification,Izmir,Turkey,False
1974-11-20,Wales,Luxembourg,5,0,UEFA Euro qualification,Swansea,Wales,False
1974-11-22,Liberia,Togo,0,2,African Cup of Nations qualification,Monrovia,Liberia,False
1974-11-22,Libya,Tunisia,1,0,African Cup of Nations qualification,Tripoli,Libya,False
1974-11-23,Suriname,Trinidad and Tobago,0,0,Friendly,Paramaribo,Suriname,False
1974-11-24,Morocco,Gambia,3,0,African Cup of Nations qualification,Rabat,Morocco,False
1974-11-25,Suriname,Trinidad and Tobago,2,1,Friendly,Paramaribo,Suriname,False
1974-12-01,Grenada,St. Vincent and the Grenadines,1,0,Windward Islands Tournament,Castries,St. Lucia,True
1974-12-01,Turkey,Switzerland,2,1,UEFA Euro qualification,Izmir,Turkey,False
1974-12-02,St. Lucia,Dominica,0,3,Windward Islands Tournament,Castries,St. Lucia,False
1974-12-04,Dominica,Grenada,0,0,Windward Islands Tournament,Castries,St. Lucia,True
1974-12-04,Hungary,Switzerland,1,0,Friendly,Szolnok,Hungary,False
1974-12-04,Israel,Romania,0,1,Friendly,Jaffa,Israel,False
1974-12-05,St. Lucia,St. Vincent and the Grenadines,1,2,Windward Islands Tournament,Castries,St. Lucia,False
1974-12-07,Dominica,St. Vincent and the Grenadines,1,2,Windward Islands Tournament,Castries,St. Lucia,True
1974-12-07,Gambia,Morocco,0,3,African Cup of Nations qualification,Banjul,Gambia,False
1974-12-07,German DR,Belgium,0,0,UEFA Euro qualification,Leipzig,German DR,False
1974-12-08,St. Lucia,Grenada,1,2,Windward Islands Tournament,Castries,St. Lucia,False
1974-12-10,Laos,Singapore,0,2,King's Cup,Bangkok,Thailand,True
1974-12-10,Thailand,Malaysia,0,2,King's Cup,Bangkok,Thailand,False
1974-12-11,Cambodia,Vietnam Republic,3,2,King's Cup,Bangkok,Thailand,True
1974-12-12,Kenya,Seychelles,2,3,Friendly,Nairobi,Kenya,False
1974-12-12,Malaysia,Singapore,0,0,King's Cup,Bangkok,Thailand,True
1974-12-12,Thailand,Laos,6,1,King's Cup,Bangkok,Thailand,False
1974-12-13,Cambodia,Korea Republic,1,2,King's Cup,Bangkok,Thailand,True
1974-12-14,Laos,Malaysia,2,2,King's Cup,Bangkok,Thailand,True
1974-12-14,Thailand,Singapore,2,1,King's Cup,Bangkok,Thailand,False
1974-12-15,Ghana,Guinea,1,1,Friendly,Accra,Ghana,False
1974-12-15,Korea Republic,Vietnam Republic,2,2,King's Cup,Bangkok,Thailand,True
1974-12-16,Cambodia,Vietnam Republic,2,0,King's Cup,Bangkok,Thailand,True
1974-12-16,Thailand,Malaysia,4,1,King's Cup,Bangkok,Thailand,False
1974-12-18,Greece,Bulgaria,2,1,UEFA Euro qualification,Piraeus,Greece,False
1974-12-18,Korea Republic,Malaysia,0,0,King's Cup,Bangkok,Thailand,True
1974-12-18,Thailand,Cambodia,1,0,King's Cup,Bangkok,Thailand,False
1974-12-20,Cambodia,Malaysia,0,3,King's Cup,Bangkok,Thailand,True
1974-12-20,Iran,Czechoslovakia,0,1,Friendly,Teheran,Iran,False
1974-12-20,Thailand,Korea Republic,1,3,King's Cup,Bangkok,Thailand,False
1974-12-22,Chile,Paraguay,1,0,Friendly,Santiago,Chile,False
1974-12-22,Malta,Germany,0,1,UEFA Euro qualification,Gżira,Malta,False
1974-12-22,Suriname,Trinidad and Tobago,2,3,Friendly,Paramaribo,Suriname,False
1974-12-25,Indonesia,Korea Republic,1,3,Friendly,So Kon Po,Hong Kong,True
1974-12-26,Bermuda,Suriname,2,1,Friendly,Hamilton,Bermuda,False
1974-12-29,Bermuda,Suriname,1,3,Friendly,Hamilton,Bermuda,False
1974-12-29,Cameroon,Guinea,1,1,Friendly,Yaoundé,Cameroon,False
1974-12-29,Italy,Bulgaria,0,0,Friendly,Genoa,Italy,False
1974-12-29,Kuwait,Tunisia,2,0,Friendly,Kuwait City,Kuwait,False
1974-12-29,Malawi,Tanzania,1,1,Friendly,Lilongwe,Malawi,False
1974-12-31,Malawi,Tanzania,3,3,Friendly,Lilongwe,Malawi,False
1975-01-01,Cameroon,Guinea,1,0,Friendly,Yaoundé,Cameroon,False
1975-01-01,Iraq,Tunisia,0,0,Friendly,Baghdad,Iraq,False
1975-01-03,Bermuda,Suriname,2,5,Friendly,Hamilton,Bermuda,False
1975-01-05,Cuba,Canada,4,0,Friendly,Havana,Cuba,False
1975-01-09,Iraq,Libya,3,1,Friendly,Baghdad,Iraq,False
1975-01-14,Kuwait,Libya,1,0,Friendly,Kuwait City,Kuwait,False
1975-01-19,Mali,Guinea,0,2,Friendly,Bamako,Mali,False
1975-01-22,Nigeria,Cameroon,1,0,Friendly,Lagos,Nigeria,False
1975-01-26,Guinea,Cameroon,3,0,Friendly,Conakry,Guinea,False
1975-01-29,Malawi,Mauritius,1,0,Friendly,Zomba,Malawi,False
1975-01-30,Liberia,Cameroon,2,0,Friendly,Monrovia,Liberia,False
1975-01-31,Malawi,Mauritius,1,1,Friendly,Blantyre,Malawi,False
1975-02-02,Jamaica,Haiti,1,0,Friendly,Kingston,Jamaica,False
1975-02-02,Malawi,Mauritius,3,0,Friendly,Blantyre,Malawi,False
1975-02-02,Mali,Cameroon,1,2,Friendly,Bamako,Mali,False
1975-02-02,Senegal,Nigeria,0,1,Friendly,Dakar,Senegal,False
1975-02-05,Jamaica,Haiti,0,1,Friendly,Kingston,Jamaica,False
1975-02-05,Spain,Scotland,1,1,UEFA Euro qualification,Valencia,Spain,False
1975-02-09,Liberia,Nigeria,0,1,Friendly,Monrovia,Liberia,False
1975-02-16,Mali,Senegal,2,1,Friendly,Bamako,Mali,False
1975-02-19,Italy,Norway,4,1,Friendly,Florence,Italy,False
1975-02-22,Haiti,Jamaica,0,1,Friendly,Port-au-Prince,Haiti,False
1975-02-22,Nigeria,Senegal,1,1,Friendly,Lagos,Nigeria,False
1975-02-23,Burkina Faso,Niger,4,1,Friendly,Ouagadougou,Upper Volta,False
1975-02-23,Malta,Greece,2,0,UEFA Euro qualification,Gżira,Malta,False
1975-02-23,Tanzania,Malawi,3,1,Friendly,Dar es Salaam,Tanzania,False
1975-02-25,Haiti,Jamaica,3,2,Friendly,Port-au-Prince,Haiti,False
1975-02-25,Tanzania,Malawi,2,0,Friendly,Dar es Salaam,Tanzania,False
1975-02-27,Zanzibar,Malawi,2,7,Friendly,Zanzibar,Zanzibar,False
1975-03-02,Morocco,Tunisia,0,0,Friendly,Casablanca,Morocco,False
1975-03-09,Brazil,Portugal,2,1,Friendly,Goiânia,Brazil,False
1975-03-12,England,Germany,2,0,Friendly,London,England,False
1975-03-13,Guadeloupe,Puerto Rico,2,1,Friendly,Basse-Terre,Guadeloupe,False
1975-03-15,Thailand,Indonesia,3,1,AFC Asian Cup qualification,Bangkok,Thailand,False
1975-03-16,Luxembourg,Austria,1,2,UEFA Euro qualification,Luxembourg,Luxembourg,False
1975-03-16,Malaysia,Korea Republic,2,1,AFC Asian Cup qualification,Bangkok,Thailand,True
1975-03-17,Indonesia,Vietnam Republic,2,1,AFC Asian Cup qualification,Bangkok,Thailand,True
1975-03-18,Thailand,Malaysia,0,1,AFC Asian Cup qualification,Bangkok,Thailand,False
1975-03-19,Korea Republic,Vietnam Republic,1,0,AFC Asian Cup qualification,Bangkok,Thailand,True
1975-03-19,Turkey,Romania,1,1,Friendly,Istanbul,Turkey,False
1975-03-20,Malaysia,Indonesia,0,0,AFC Asian Cup qualification,Bangkok,Thailand,True
1975-03-21,Thailand,Vietnam Republic,4,0,AFC Asian Cup qualification,Bangkok,Thailand,False
1975-03-22,Korea Republic,Indonesia,1,0,AFC Asian Cup qualification,Bangkok,Thailand,True
1975-03-23,Ghana,Burkina Faso,3,1,Friendly,Accra,Ghana,False
1975-03-23,Malaysia,Vietnam Republic,3,0,AFC Asian Cup qualification,Bangkok,Thailand,True
1975-03-24,Thailand,Korea Republic,1,0,AFC Asian Cup qualification,Bangkok,Thailand,False
1975-03-26,France,Hungary,2,0,Friendly,Paris,France,False
1975-03-26,German DR,Bulgaria,0,0,Friendly,Berlin,German DR,False
1975-03-26,Poland,USA,7,0,Friendly,Poznań,Poland,False
1975-03-30,Congo,Ivory Coast,1,0,African Cup of Nations qualification,Brazzaville,Congo,False
1975-03-30,Guadeloupe,Suriname,4,2,Friendly,Basse-Terre,Guadeloupe,False
1975-03-31,Barbados,Suriname,1,0,Friendly,Bridgetown,Barbados,False
1975-03-31,Czechoslovakia,Romania,1,1,Friendly,Prague,Czechoslovakia,False
1975-04-01,Cyprus,Greece,1,2,Friendly,Nicosia,Cyprus,False
1975-04-02,Austria,Hungary,0,0,UEFA Euro qualification,Vienna,Austria,False
1975-04-02,Iraq,Qatar,1,0,AFC Asian Cup qualification,Baghdad,Iraq,False
1975-04-02,Italy,USA,10,0,Friendly,Rome,Italy,False
1975-04-02,Russia,Turkey,3,0,UEFA Euro qualification,Kyïv,Soviet Union,False
1975-04-02,Saudi Arabia,Afghanistan,2,0,AFC Asian Cup qualification,Baghdad,Iraq,True
1975-04-04,Iraq,Afghanistan,4,0,AFC Asian Cup qualification,Baghdad,Iraq,False
1975-04-04,Macau,Panama,2,1,Friendly,Macau,Macau,False
1975-04-04,Saudi Arabia,Qatar,2,1,AFC Asian Cup qualification,Baghdad,Iraq,True
1975-04-06,Algeria,Tunisia,1,2,African Cup of Nations qualification,Oran,Algeria,False
1975-04-06,Iraq,Saudi Arabia,1,1,AFC Asian Cup qualification,Baghdad,Iraq,False
1975-04-06,Qatar,Afghanistan,2,1,AFC Asian Cup qualification,Baghdad,Iraq,True
1975-04-10,Iraq,Qatar,3,0,AFC Asian Cup qualification,Baghdad,Iraq,False
1975-04-10,Saudi Arabia,Afghanistan,6,0,AFC Asian Cup qualification,Baghdad,Iraq,True
1975-04-12,Iraq,Saudi Arabia,2,1,AFC Asian Cup qualification,Baghdad,Iraq,False
1975-04-12,Qatar,Afghanistan,1,1,AFC Asian Cup qualification,Baghdad,Iraq,True
1975-04-13,Ivory Coast,Congo,2,1,African Cup of Nations qualification,Abidjan,Ivory Coast,False
1975-04-14,Iraq,Afghanistan,3,1,AFC Asian Cup qualification,Baghdad,Iraq,False
1975-04-14,Saudi Arabia,Qatar,0,1,AFC Asian Cup qualification,Baghdad,Iraq,True
1975-04-16,England,Cyprus,5,0,UEFA Euro qualification,London,England,False
1975-04-16,Hungary,Wales,1,2,UEFA Euro qualification,Budapest,Hungary,False
1975-04-16,Northern Ireland,Yugoslavia,1,0,UEFA Euro qualification,Belfast,Northern Ireland,False
1975-04-16,Sweden,Scotland,1,1,Friendly,Gothenburg,Sweden,False
1975-04-17,Spain,Romania,1,1,UEFA Euro qualification,Madrid,Spain,False
1975-04-19,Italy,Poland,0,0,UEFA Euro qualification,Rome,Italy,False
1975-04-20,Czechoslovakia,Cyprus,4,0,UEFA Euro qualification,Prague,Czechoslovakia,False
1975-04-26,France,Portugal,0,2,Friendly,Colombes,France,False
1975-04-26,Nigeria,Togo,1,0,Friendly,Dakar,Senegal,True
1975-04-26,Senegal,Ivory Coast,1,0,Friendly,Dakar,Senegal,False
1975-04-27,Bulgaria,Germany,1,1,UEFA Euro qualification,Sofia,Bulgaria,False
1975-04-27,Ivory Coast,Togo,0,3,Friendly,Dakar,Senegal,True
1975-04-27,Senegal,Nigeria,1,0,Friendly,Dakar,Senegal,False
1975-04-30,Belgium,Netherlands,1,0,Friendly,Antwerp,Belgium,False
1975-04-30,Czechoslovakia,Portugal,5,0,UEFA Euro qualification,Prague,Czechoslovakia,False
1975-04-30,Switzerland,Turkey,1,1,UEFA Euro qualification,Basel,Switzerland,False
1975-05-01,Luxembourg,Wales,1,3,UEFA Euro qualification,Luxembourg,Luxembourg,False
1975-05-10,Ireland,Switzerland,2,1,UEFA Euro qualification,Dublin,Ireland,False
1975-05-10,Martinique,Guadeloupe,8,2,Friendly,Fort-de-France,Martinique,False
1975-05-11,Cyprus,England,0,1,UEFA Euro qualification,Limassol,Cyprus,False
1975-05-11,Romania,Denmark,6,1,UEFA Euro qualification,Bucharest,Romania,False
1975-05-13,Scotland,Portugal,1,0,Friendly,Glasgow,Scotland,False
1975-05-15,Burma,Thailand,4,1,Korea Cup,Seoul,Korea Republic,True
1975-05-15,Finland,Norway,3,5,Nordic Championship,Helsinki,Finland,False
1975-05-16,Korea Republic,Lebanon,1,0,Korea Cup,Seoul,Korea Republic,False
1975-05-17,Germany,Netherlands,1,1,Friendly,Frankfurt am Main,Germany,False
1975-05-17,Northern Ireland,England,0,0,British Championship,Belfast,Northern Ireland,False
1975-05-17,Wales,Scotland,2,2,British Championship,Cardiff,Wales,False
1975-05-18,Russia,Ireland,2,1,UEFA Euro qualification,Kyïv,Soviet Union,False
1975-05-19,Sweden,Algeria,4,0,Friendly,Halmstad,Sweden,False
1975-05-20,Scotland,Northern Ireland,3,0,British Championship,Glasgow,Scotland,False
1975-05-21,England,Wales,2,2,British Championship,London,England,False
1975-05-21,Switzerland,Ireland,1,0,UEFA Euro qualification,Berne,Switzerland,False
1975-05-22,Korea Republic,Burma,1,0,Korea Cup,Seoul,Korea Republic,False
1975-05-23,China,Equatorial Guinea,6,2,Friendly,Beijing,China,False
1975-05-23,Northern Ireland,Wales,1,0,British Championship,Belfast,Northern Ireland,False
1975-05-24,England,Scotland,5,1,British Championship,London,England,False
1975-05-25,Iceland,France,0,0,UEFA Euro qualification,Reykjavík,Iceland,False
1975-05-28,German DR,Poland,1,2,Friendly,Halle,German DR,False
1975-06-01,Romania,Scotland,1,1,UEFA Euro qualification,Bucharest,Romania,False
1975-06-04,Greece,Malta,4,0,UEFA Euro qualification,Salonica,Greece,False
1975-06-04,Sweden,Yugoslavia,1,2,UEFA Euro qualification,Solna,Sweden,False
1975-06-04,Uruguay,Chile,1,0,Copa Juan Pinto Durán,Montevideo,Uruguay,False
1975-06-05,Finland,Italy,0,1,UEFA Euro qualification,Helsinki,Finland,False
1975-06-05,Iceland,German DR,2,1,UEFA Euro qualification,Reykjavík,Iceland,False
1975-06-05,Kenya,Ethiopia,2,1,Friendly,Nairobi,Kenya,False
1975-06-07,Austria,Czechoslovakia,0,0,Friendly,Vienna,Austria,False
1975-06-08,Cyprus,Portugal,0,2,UEFA Euro qualification,Limassol,Cyprus,False
1975-06-08,Guinea-Bissau,Gambia,1,0,Friendly,Bissau,Guinea-Bissau,False
1975-06-08,Russia,Italy,1,0,Friendly,Moscow,Soviet Union,False
1975-06-09,Norway,Yugoslavia,1,3,UEFA Euro qualification,Oslo,Norway,False
1975-06-11,Bulgaria,Malta,5,0,UEFA Euro qualification,Sofia,Bulgaria,False
1975-06-11,Kenya,Congo,2,1,Friendly,Nairobi,Kenya,False
1975-06-12,Burma,Korea Republic,0,2,Indonesia Tournament,Jakarta,Indonesia,True
1975-06-12,Indonesia,Thailand,5,0,Indonesia Tournament,Jakarta,Indonesia,False
1975-06-12,Paraguay,Uruguay,0,1,Copa Artigas,Asunción,Paraguay,False
1975-06-13,Malaysia,Thailand,1,0,Indonesia Tournament,Jakarta,Indonesia,True
1975-06-13,Panama,Costa Rica,1,1,Friendly,Panama City,Panama,False
1975-06-13,Uganda,Congo,0,1,Friendly,Kampala,Uganda,False
1975-06-14,Hong Kong,Japan,0,0,AFC Asian Cup qualification,So Kon Po,Hong Kong,False
1975-06-14,Indonesia,Malaysia,3,1,Indonesia Tournament,Jakarta,Indonesia,False
1975-06-15,China,Korea DPR,1,0,AFC Asian Cup qualification,So Kon Po,Hong Kong,True
1975-06-16,Indonesia,Burma,0,2,Indonesia Tournament,Jakarta,Indonesia,False
1975-06-16,Korea Republic,Malaysia,1,1,Indonesia Tournament,Jakarta,Indonesia,True
1975-06-17,Korea DPR,Japan,1,0,AFC Asian Cup qualification,So Kon Po,Hong Kong,True
1975-06-18,Burma,Malaysia,2,0,Indonesia Tournament,Jakarta,Indonesia,True
1975-06-18,Indonesia,Korea Republic,3,2,Indonesia Tournament,Jakarta,Indonesia,False
1975-06-19,China,Brunei,10,1,AFC Asian Cup qualification,So Kon Po,Hong Kong,True
1975-06-19,Korea DPR,Singapore,1,0,AFC Asian Cup qualification,So Kon Po,Hong Kong,True
1975-06-19,Uruguay,Paraguay,0,1,Copa Artigas,Montevideo,Uruguay,False
1975-06-21,Hong Kong,China,0,1,AFC Asian Cup qualification,So Kon Po,Hong Kong,False
1975-06-22,Ecuador,Peru,6,0,Friendly,Quito,Ecuador,False
1975-06-22,Tanzania,Zambia,1,1,Friendly,Maputo,Mozambique,True
1975-06-23,China,Japan,2,1,AFC Asian Cup qualification,So Kon Po,Hong Kong,True
1975-06-23,Iceland,Faroe Islands,6,0,Friendly,Reykjavík,Iceland,False
1975-06-24,Hong Kong,Korea DPR,3,3,AFC Asian Cup qualification,So Kon Po,Hong Kong,False
1975-06-24,USA,Poland,0,4,Friendly,Seattle,USA,False
1975-06-25,Chile,Uruguay,1,3,Copa Juan Pinto Durán,Santiago,Chile,False
1975-06-25,Denmark,Finland,2,0,Nordic Championship,Copenhagen,Denmark,False
1975-06-25,Ecuador,Peru,1,0,Friendly,Guayaquil,Ecuador,False
1975-06-26,Korea DPR,China,2,0,AFC Asian Cup qualification,So Kon Po,Hong Kong,True
1975-06-27,Bolivia,Argentina,1,2,Friendly,Cochabamba,Bolivia,False
1975-06-29,Mozambique,Zambia,2,1,Friendly,Maputo,Mozambique,False
1975-06-29,Mozambique,Tanzania,2,1,Friendly,Maputo,Mozambique,False
1975-06-30,Sweden,Norway,3,1,UEFA Euro qualification,Solna,Sweden,False
1975-07-01,Peru,Ecuador,2,0,Friendly,Lima,Peru,False
1975-07-03,China,Thailand,2,2,Friendly,Beijing,China,False
1975-07-06,Canada,Poland,1,8,Friendly,Montréal,Canada,False
1975-07-06,Malawi,Kenya,3,3,Friendly,Blantyre,Malawi,False
1975-07-06,Tunisia,Sudan,3,2,African Cup of Nations qualification,Tunis,Tunisia,False
1975-07-07,Bolivia,Paraguay,1,2,Friendly,Cochabamba,Bolivia,False
1975-07-08,Hong Kong,Thailand,1,1,Friendly,Victoria,Hong Kong,False
1975-07-08,Malawi,Kenya,1,2,Friendly,Blantyre,Malawi,False
1975-07-09,Bolivia,Ecuador,1,0,Friendly,Cochabamba,Bolivia,False
1975-07-09,Canada,Poland,1,4,Friendly,Toronto,Canada,False
1975-07-10,Malawi,Kenya,3,1,Friendly,Lilongwe,Malawi,False
